x, 0, 0, 2025-12-17 13:26:31.923466, 2a.sql, 5.355, 620.61, PG
6, 24, 2, 2025-12-17 14:43:45.747630, 5b.sql, 232.205, 216.312, Bao
7, 0, 0, 2025-12-17 14:43:56.519695, 9a.sql, 346.054, 306.924, Bao
7, 0, 1, 2025-12-17 14:43:57.620156, 9a.sql, 349.736, 308.245, Bao
7, 0, 2, 2025-12-17 14:43:59.278648, 9a.sql, 323.021, 303.276, Bao
7, 1, 0, 2025-12-17 14:44:03.194548, 7c.sql, 322.913, 3159.56, Bao
7, 1, 1, 2025-12-17 14:44:07.127930, 7c.sql, 342.38, 3154.29, Bao
7, 1, 2, 2025-12-17 14:44:13.950830, 7c.sql, 295.556, 2982.153, Bao
7, 2, 0, 2025-12-17 14:44:14.846622, 5c.sql, 270.164, 260.437, Bao
7, 2, 1, 2025-12-17 14:44:15.737652, 5c.sql, 267.509, 263.423, Bao
7, 2, 2, 2025-12-17 14:44:17.064495, 5c.sql, 234.259, 254.397, Bao
7, 3, 0, 2025-12-17 14:44:18.237127, 15b.sql, 463.057, 119.558, Bao
7, 3, 1, 2025-12-17 14:44:19.528575, 15b.sql, 472.006, 131.703, Bao
7, 3, 2, 2025-12-17 14:44:21.173688, 15b.sql, 433.234, 121.068, Bao
7, 4, 0, 2025-12-17 14:44:23.515763, 23c.sql, 820.505, 451.547, Bao
7, 4, 1, 2025-12-17 14:44:25.861001, 23c.sql, 820.472, 441.083, Bao
7, 4, 2, 2025-12-17 14:44:29.262592, 23c.sql, 785.766, 405.932, Bao
7, 5, 0, 2025-12-17 14:44:33.635644, 16d.sql, 350.215, 3464.518, Bao
7, 5, 1, 2025-12-17 14:44:37.948462, 16d.sql, 345.002, 3460.3, Bao
7, 5, 2, 2025-12-17 14:44:45.242571, 16d.sql, 328.83, 3379.082, Bao
7, 6, 0, 2025-12-17 14:44:46.428190, 21a.sql, 452.489, 168.026, Bao
7, 6, 1, 2025-12-17 14:44:47.614737, 21a.sql, 456.358, 173.956, Bao
7, 6, 2, 2025-12-17 14:44:49.292769, 21a.sql, 415.275, 155.374, Bao
7, 7, 0, 2025-12-17 14:44:50.305298, 11d.sql, 331.942, 240.166, Bao
7, 7, 1, 2025-12-17 14:44:51.315476, 11d.sql, 330.787, 240.241, Bao
7, 7, 2, 2025-12-17 14:44:52.752994, 11d.sql, 289.92, 223.467, Bao
7, 8, 0, 2025-12-17 14:44:56.020900, 20a.sql, 489.053, 2175.323, Bao
7, 8, 1, 2025-12-17 14:44:59.286683, 20a.sql, 491.929, 2176.921, Bao
7, 8, 2, 2025-12-17 14:45:04.682621, 20a.sql, 447.962, 1750.222, Bao
7, 9, 0, 2025-12-17 14:45:06.065727, 9c.sql, 342.106, 531.016, Bao
7, 9, 1, 2025-12-17 14:45:07.404287, 9c.sql, 343.709, 539.126, Bao
7, 9, 2, 2025-12-17 14:45:09.447124, 9c.sql, 319.083, 474.188, Bao
7, 10, 0, 2025-12-17 14:45:15.863720, 17e.sql, 296.015, 5647.503, Bao
7, 10, 1, 2025-12-17 14:45:22.251210, 17e.sql, 295.466, 5637.048, Bao
7, 10, 2, 2025-12-17 14:45:33.662460, 17e.sql, 274.08, 5489.985, Bao
7, 11, 0, 2025-12-17 14:45:34.473018, 3b.sql, 257.949, 213.295, Bao
7, 11, 1, 2025-12-17 14:45:35.267707, 3b.sql, 235.024, 206.014, Bao
7, 11, 2, 2025-12-17 14:45:36.351100, 3b.sql, 203.258, 162.481, Bao
7, 12, 0, 2025-12-17 14:45:38.947236, 22d.sql, 818.441, 829.42, Bao
7, 12, 1, 2025-12-17 14:45:41.546334, 22d.sql, 817.57, 827.601, Bao
7, 12, 2, 2025-12-17 14:45:45.557505, 22d.sql, 793.233, 704.451, Bao
7, 13, 0, 2025-12-17 14:45:46.727605, 21c.sql, 435.211, 171.889, Bao
7, 13, 1, 2025-12-17 14:45:47.901743, 21c.sql, 434.604, 180.231, Bao
7, 13, 2, 2025-12-17 14:45:49.528806, 21c.sql, 400.546, 155.056, Bao
7, 14, 0, 2025-12-17 14:46:46.082017, 8d.sql, 278.195, 55815.17, Bao
7, 14, 1, 2025-12-17 14:47:42.607407, 8d.sql, 295.876, 55772.392, Bao
7, 14, 2, 2025-12-17 14:49:21.425345, 8d.sql, 245.766, 54153.23, Bao
7, 15, 0, 2025-12-17 14:49:27.953959, 9d.sql, 332.857, 5764.38, Bao
7, 15, 1, 2025-12-17 14:49:34.611541, 9d.sql, 328.655, 5770.352, Bao
7, 15, 2, 2025-12-17 14:49:46.882346, 9d.sql, 318.708, 5604.819, Bao
7, 16, 0, 2025-12-17 14:49:53.537977, 26c.sql, 1296.734, 3940.675, Bao
7, 16, 1, 2025-12-17 14:50:00.910419, 26c.sql, 1337.706, 4231.834, Bao
7, 16, 2, 2025-12-17 14:50:12.105535, 26c.sql, 1243.292, 3657.265, Bao
7, 17, 0, 2025-12-17 14:50:14.766205, 31c.sql, 1053.218, 428.237, Bao
7, 17, 1, 2025-12-17 14:50:17.426528, 31c.sql, 1051.731, 430.128, Bao
7, 17, 2, 2025-12-17 14:50:21.532288, 31c.sql, 1061.151, 448.615, Bao
7, 18, 0, 2025-12-17 14:50:22.908069, 15a.sql, 457.828, 355.069, Bao
7, 18, 1, 2025-12-17 14:50:24.245405, 15a.sql, 433.202, 344.011, Bao
7, 18, 2, 2025-12-17 14:50:26.286903, 15a.sql, 422.015, 341.847, Bao
7, 19, 0, 2025-12-17 14:50:30.317387, 18c.sql, 272.002, 3354.738, Bao
7, 19, 1, 2025-12-17 14:50:34.286230, 18c.sql, 281.996, 3300.446, Bao
7, 19, 2, 2025-12-17 14:50:41.654182, 18c.sql, 272.785, 3173.493, Bao
7, 20, 0, 2025-12-17 14:50:42.733369, 9a.sql, 334.375, 288.243, Bao
7, 20, 1, 2025-12-17 14:50:43.873566, 9a.sql, 343.511, 288.237, Bao
7, 20, 2, 2025-12-17 14:50:45.489709, 9a.sql, 318.193, 281.658, Bao
7, 21, 0, 2025-12-17 14:50:49.854014, 27c.sql, 1897.493, 107.956, Bao
7, 21, 1, 2025-12-17 14:50:54.237963, 27c.sql, 1905.645, 117.673, Bao
7, 21, 2, 2025-12-17 14:51:00.192586, 27c.sql, 1856.594, 108.084, Bao
7, 22, 0, 2025-12-17 14:51:03.392436, 26b.sql, 1293.828, 271.973, Bao
7, 22, 1, 2025-12-17 14:51:06.525864, 26b.sql, 1297.022, 284.283, Bao
7, 22, 2, 2025-12-17 14:51:10.847584, 26b.sql, 1245.489, 194.913, Bao
7, 23, 0, 2025-12-17 14:51:24.102545, 33a.sql, 6468.451, 108.378, Bao
7, 23, 1, 2025-12-17 14:51:37.349245, 33a.sql, 6505.688, 97.705, Bao
7, 23, 2, 2025-12-17 14:51:57.075308, 33a.sql, 6380.948, 99.986, Bao
7, 24, 0, 2025-12-17 14:51:58.089491, 11d.sql, 331.589, 239.665, Bao
7, 24, 1, 2025-12-17 14:51:59.112826, 11d.sql, 335.339, 246.716, Bao
7, 24, 2, 2025-12-17 14:52:00.556746, 11d.sql, 292.631, 224.368, Bao
8, 0, 0, 2025-12-17 14:52:24.472808, 28a.sql, 5397.13, 4059.599, Bao
8, 0, 1, 2025-12-17 14:52:40.362836, 28a.sql, 5402.227, 4063.66, Bao
8, 0, 2, 2025-12-17 14:53:04.411793, 28a.sql, 5269.806, 3924.825, Bao
8, 1, 0, 2025-12-17 14:53:08.585749, 24b.sql, 1836.326, 380.699, Bao
8, 1, 1, 2025-12-17 14:53:12.772689, 24b.sql, 1838.611, 374.658, Bao
8, 1, 2, 2025-12-17 14:53:19.038061, 24b.sql, 1786.098, 375.834, Bao
8, 2, 0, 2025-12-17 14:53:19.804658, 6a.sql, 265.114, 123.644, Bao
8, 2, 1, 2025-12-17 14:53:20.556408, 6a.sql, 262.432, 122.747, Bao
8, 2, 2, 2025-12-17 14:53:21.554731, 6a.sql, 228.31, 101.165, Bao
8, 3, 0, 2025-12-17 14:53:22.985419, 15a.sql, 485.403, 359.632, Bao
8, 3, 1, 2025-12-17 14:53:24.399020, 15a.sql, 463.997, 359.325, Bao
8, 3, 2, 2025-12-17 14:53:26.512012, 15a.sql, 441.754, 345.752, Bao
8, 4, 0, 2025-12-17 14:53:30.747393, 8d.sql, 288.847, 3538.105, Bao
8, 4, 1, 2025-12-17 14:53:35.028026, 8d.sql, 295.604, 3566.381, Bao
8, 4, 2, 2025-12-17 14:53:42.755011, 8d.sql, 273.556, 3463.998, Bao
8, 5, 0, 2025-12-17 14:53:44.896158, 12c.sql, 341.737, 1282.713, Bao
8, 5, 1, 2025-12-17 14:53:47.070715, 12c.sql, 340.402, 1397.10, Bao
8, 5, 2, 2025-12-17 14:53:50.671116, 12c.sql, 299.871, 1203.251, Bao
8, 6, 0, 2025-12-17 14:53:52.782340, 15d.sql, 461.757, 1065.249, Bao
8, 6, 1, 2025-12-17 14:53:54.907979, 15d.sql, 467.509, 1070.955, Bao
8, 6, 2, 2025-12-17 14:53:58.225417, 15d.sql, 433.359, 871.356, Bao
8, 7, 0, 2025-12-17 14:54:10.536866, 28b.sql, 5454.262, 1236.91, Bao
8, 7, 1, 2025-12-17 14:54:23.646467, 28b.sql, 5459.139, 1168.551, Bao
8, 7, 2, 2025-12-17 14:54:42.487642, 28b.sql, 5407.749, 1150.259, Bao
8, 8, 0, 2025-12-17 14:54:48.267253, 30a.sql, 1779.187, 2079.862, Bao
8, 8, 1, 2025-12-17 14:54:53.845830, 30a.sql, 1853.51, 1803.353, Bao
8, 8, 2, 2025-12-17 14:55:02.389223, 30a.sql, 1718.054, 1532.986, Bao
8, 9, 0, 2025-12-17 14:55:07.830239, 17b.sql, 300.719, 4684.2, Bao
8, 9, 1, 2025-12-17 14:55:14.112390, 17b.sql, 303.25, 5574.218, Bao
8, 9, 2, 2025-12-17 14:55:23.577197, 17b.sql, 263.79, 4188.834, Bao
8, 10, 0, 2025-12-17 14:55:29.113571, 13d.sql, 387.785, 4563.401, Bao
8, 10, 1, 2025-12-17 14:55:34.554643, 13d.sql, 383.381, 4513.826, Bao
8, 10, 2, 2025-12-17 14:55:44.498397, 13d.sql, 348.981, 4630.535, Bao
8, 11, 0, 2025-12-17 14:55:45.261275, 6e.sql, 267.553, 126.087, Bao
8, 11, 1, 2025-12-17 14:55:46.026868, 6e.sql, 280.457, 120.911, Bao
8, 11, 2, 2025-12-17 14:55:47.031560, 6e.sql, 225.862, 102.135, Bao
8, 12, 0, 2025-12-17 14:55:53.099386, 17c.sql, 303.329, 5361.194, Bao
8, 12, 1, 2025-12-17 14:55:59.149826, 17c.sql, 310.538, 5335.58, Bao
8, 12, 2, 2025-12-17 14:56:10.313176, 17c.sql, 266.196, 5103.036, Bao
8, 13, 0, 2025-12-17 14:56:23.462121, 28b.sql, 5462.986, 1170.849, Bao
8, 13, 1, 2025-12-17 14:56:35.834863, 28b.sql, 5485.386, 1214.984, Bao
8, 13, 2, 2025-12-17 14:56:54.339405, 28b.sql, 5326.466, 1081.852, Bao
8, 14, 0, 2025-12-17 14:58:59.000964, 29a.sql, 61056.241, 474.173, Bao
8, 14, 1, 2025-12-17 15:01:04.502012, 29a.sql, 61941.835, 488.127, Bao
8, 14, 2, 2025-12-17 15:04:12.614611, 29a.sql, 59747.987, 464.64, Bao
8, 15, 0, 2025-12-17 15:04:13.900308, 21c.sql, 478.432, 176.357, Bao
8, 15, 1, 2025-12-17 15:04:15.185103, 21c.sql, 481.511, 175.777, Bao
8, 15, 2, 2025-12-17 15:04:16.872453, 21c.sql, 420.253, 161.586, Bao
8, 16, 0, 2025-12-17 15:04:21.272414, 27c.sql, 1908.793, 119.453, Bao
8, 16, 1, 2025-12-17 15:04:25.695225, 27c.sql, 1915.47, 119.991, Bao
8, 16, 2, 2025-12-17 15:04:31.693497, 27c.sql, 1871.045, 107.501, Bao
8, 17, 0, 2025-12-17 15:04:38.197543, 25c.sql, 423.486, 5485.181, Bao
8, 17, 1, 2025-12-17 15:04:44.527970, 25c.sql, 434.904, 5290.075, Bao
8, 17, 2, 2025-12-17 15:04:58.412680, 25c.sql, 399.831, 6160.904, Bao
8, 18, 0, 2025-12-17 15:05:00.154562, 8a.sql, 308.058, 935.063, Bao
8, 18, 1, 2025-12-17 15:05:01.838938, 8a.sql, 297.924, 909.656, Bao
8, 18, 2, 2025-12-17 15:05:04.433404, 8a.sql, 252.777, 850.522, Bao
8, 19, 0, 2025-12-17 15:05:06.903542, 16c.sql, 345.952, 1701.451, Bao
8, 19, 1, 2025-12-17 15:05:09.365553, 16c.sql, 350.275, 1686.424, Bao
8, 19, 2, 2025-12-17 15:05:13.455981, 16c.sql, 295.279, 1431.014, Bao
8, 20, 0, 2025-12-17 15:05:15.973870, 31b.sql, 1092.082, 214.63, Bao
8, 20, 1, 2025-12-17 15:05:18.543303, 31b.sql, 1110.736, 221.891, Bao
8, 20, 2, 2025-12-17 15:05:22.258296, 31b.sql, 1056.716, 211.019, Bao
8, 21, 0, 2025-12-17 15:05:28.550769, 17b.sql, 304.024, 5584.967, Bao
8, 21, 1, 2025-12-17 15:05:33.858692, 17b.sql, 295.363, 4551.011, Bao
8, 21, 2, 2025-12-17 15:05:43.635828, 17b.sql, 262.409, 4707.414, Bao
8, 22, 0, 2025-12-17 15:05:45.752121, 20c.sql, 488.715, 1037.371, Bao
8, 22, 1, 2025-12-17 15:05:47.883211, 20c.sql, 492.238, 1037.984, Bao
8, 22, 2, 2025-12-17 15:05:51.161845, 20c.sql, 448.032, 820.155, Bao
8, 23, 0, 2025-12-17 15:05:53.836202, 2d.sql, 268.237, 1957.462, Bao
8, 23, 1, 2025-12-17 15:05:56.501571, 2d.sql, 261.891, 1966.987, Bao
8, 23, 2, 2025-12-17 15:06:00.983798, 2d.sql, 236.903, 1889.896, Bao
8, 24, 0, 2025-12-17 15:06:10.372430, 18c.sql, 300.978, 8683.677, Bao
8, 24, 1, 2025-12-17 15:06:19.721671, 18c.sql, 315.417, 8614.007, Bao
8, 24, 2, 2025-12-17 15:06:36.097225, 18c.sql, 260.812, 7293.72, Bao
9, 0, 0, 2025-12-17 15:06:51.234741, 19b.sql, 624.712, 593.267, Bao
9, 0, 1, 2025-12-17 15:06:53.177000, 19b.sql, 629.63, 571.612, Bao
9, 0, 2, 2025-12-17 15:06:56.208945, 19b.sql, 592.127, 558.822, Bao
9, 1, 0, 2025-12-17 15:07:09.469654, 33a.sql, 6499.726, 97.358, Bao
9, 1, 1, 2025-12-17 15:07:23.811351, 33a.sql, 6520.077, 107.546, Bao
9, 1, 2, 2025-12-17 15:07:43.617087, 33a.sql, 6461.106, 95.928, Bao
9, 2, 0, 2025-12-17 15:07:44.493229, 12b.sql, 345.808, 83.985, Bao
9, 2, 1, 2025-12-17 15:07:45.334566, 12b.sql, 325.98, 84.079, Bao
9, 2, 2, 2025-12-17 15:07:46.496386, 12b.sql, 302.399, 82.108, Bao
9, 3, 0, 2025-12-17 15:07:49.396914, 22d.sql, 828.518, 1120.20, Bao
9, 3, 1, 2025-12-17 15:07:52.326365, 22d.sql, 847.258, 1121.719, Bao
9, 3, 2, 2025-12-17 15:07:56.648709, 22d.sql, 793.427, 868.286, Bao
9, 4, 0, 2025-12-17 15:08:02.603866, 9d.sql, 344.337, 5158.598, Bao
9, 4, 1, 2025-12-17 15:08:08.524725, 9d.sql, 345.587, 5127.916, Bao
9, 4, 2, 2025-12-17 15:08:19.203303, 9d.sql, 309.786, 4828.088, Bao
9, 5, 0, 2025-12-17 15:08:25.077839, 9d.sql, 351.166, 4989.579, Bao
9, 5, 1, 2025-12-17 15:08:31.019548, 9d.sql, 348.332, 5135.376, Bao
9, 5, 2, 2025-12-17 15:08:41.643205, 9d.sql, 310.497, 4797.30, Bao
9, 6, 0, 2025-12-17 15:08:42.519714, 12b.sql, 344.219, 83.982, Bao
9, 6, 1, 2025-12-17 15:08:43.377268, 12b.sql, 328.429, 83.656, Bao
9, 6, 2, 2025-12-17 15:08:44.553239, 12b.sql, 311.803, 82.414, Bao
9, 7, 0, 2025-12-17 15:08:46.723131, 16d.sql, 335.253, 1396.251, Bao
9, 7, 1, 2025-12-17 15:08:48.909400, 16d.sql, 344.365, 1382.674, Bao
9, 7, 2, 2025-12-17 15:08:52.429075, 16d.sql, 303.78, 1199.185, Bao
9, 8, 0, 2025-12-17 15:08:56.473066, 17e.sql, 300.369, 3332.063, Bao
9, 8, 1, 2025-12-17 15:09:00.630460, 17e.sql, 308.028, 3353.886, Bao
9, 8, 2, 2025-12-17 15:09:07.646363, 17e.sql, 270.505, 3224.085, Bao
9, 9, 0, 2025-12-17 15:09:09.214055, 8a.sql, 296.021, 869.203, Bao
9, 9, 1, 2025-12-17 15:09:10.890918, 8a.sql, 302.632, 882.917, Bao
9, 9, 2, 2025-12-17 15:09:13.615276, 8a.sql, 275.441, 839.678, Bao
9, 10, 0, 2025-12-17 15:09:18.520544, 6d.sql, 266.163, 4266.156, Bao
9, 10, 1, 2025-12-17 15:09:22.609066, 6d.sql, 259.836, 3435.19, Bao
9, 10, 2, 2025-12-17 15:09:30.877631, 6d.sql, 227.054, 3357.032, Bao
9, 11, 0, 2025-12-17 15:09:34.914181, 6d.sql, 279.076, 3394.834, Bao
9, 11, 1, 2025-12-17 15:09:38.946000, 6d.sql, 263.703, 3368.991, Bao
9, 11, 2, 2025-12-17 15:09:47.217689, 6d.sql, 233.251, 3313.365, Bao
9, 12, 0, 2025-12-17 15:09:47.920804, 1d.sql, 263.217, 82.719, Bao
9, 12, 1, 2025-12-17 15:09:48.607127, 1d.sql, 240.736, 82.724, Bao
9, 12, 2, 2025-12-17 15:09:49.514310, 1d.sql, 227.301, 81.687, Bao
9, 13, 0, 2025-12-17 15:09:50.909449, 15a.sql, 453.673, 361.285, Bao
9, 13, 1, 2025-12-17 15:09:52.326781, 15a.sql, 465.324, 367.171, Bao
9, 13, 2, 2025-12-17 15:09:54.464519, 15a.sql, 446.421, 359.107, Bao
9, 14, 0, 2025-12-17 15:09:55.397736, 5b.sql, 266.26, 304.028, Bao
9, 14, 1, 2025-12-17 15:09:56.331320, 5b.sql, 264.155, 303.934, Bao
9, 14, 2, 2025-12-17 15:09:57.685568, 5b.sql, 227.23, 278.872, Bao
9, 15, 0, 2025-12-17 15:10:00.293293, 31a.sql, 1083.075, 321.521, Bao
9, 15, 1, 2025-12-17 15:10:02.907592, 31a.sql, 1087.797, 324.706, Bao
9, 15, 2, 2025-12-17 15:10:06.851687, 31a.sql, 1049.974, 283.988, Bao
9, 16, 0, 2025-12-17 15:12:11.110293, 29a.sql, 60634.089, 497.98, Bao
9, 16, 1, 2025-12-17 15:14:14.663446, 29a.sql, 60368.705, 470.261, Bao
9, 16, 2, 2025-12-17 15:17:20.927224, 29a.sql, 59497.313, 476.027, Bao
9, 17, 0, 2025-12-17 15:17:22.320741, 9c.sql, 346.568, 548.507, Bao
9, 17, 1, 2025-12-17 15:17:23.795558, 9c.sql, 365.776, 557.858, Bao
9, 17, 2, 2025-12-17 15:17:25.834017, 9c.sql, 321.324, 480.795, Bao
9, 18, 0, 2025-12-17 15:17:27.104208, 2b.sql, 263.422, 585.281, Bao
9, 18, 1, 2025-12-17 15:17:28.327578, 2b.sql, 261.149, 604.131, Bao
9, 18, 2, 2025-12-17 15:17:30.243023, 2b.sql, 226.427, 510.004, Bao
9, 19, 0, 2025-12-17 15:17:31.274428, 10a.sql, 289.966, 329.677, Bao
9, 19, 1, 2025-12-17 15:17:32.289049, 10a.sql, 292.38, 319.759, Bao
9, 19, 2, 2025-12-17 15:17:33.778068, 10a.sql, 266.281, 288.651, Bao
9, 20, 0, 2025-12-17 15:17:34.641521, 4c.sql, 263.096, 223.138, Bao
9, 20, 1, 2025-12-17 15:17:35.504519, 4c.sql, 260.837, 231.187, Bao
9, 20, 2, 2025-12-17 15:17:36.693774, 4c.sql, 225.951, 180.106, Bao
9, 21, 0, 2025-12-17 15:17:40.948523, 18c.sql, 302.033, 3448.483, Bao
9, 21, 1, 2025-12-17 15:17:45.170967, 18c.sql, 300.715, 3438.678, Bao
9, 21, 2, 2025-12-17 15:17:52.853395, 18c.sql, 274.926, 3358.479, Bao
9, 22, 0, 2025-12-17 15:17:54.087190, 2c.sql, 264.281, 546.26, Bao
9, 22, 1, 2025-12-17 15:17:55.274391, 2c.sql, 258.107, 545.928, Bao
9, 22, 2, 2025-12-17 15:17:57.086305, 2c.sql, 228.951, 504.374, Bao
9, 23, 0, 2025-12-17 15:17:58.058783, 8b.sql, 299.763, 257.354, Bao
9, 23, 1, 2025-12-17 15:17:59.016796, 8b.sql, 302.04, 251.864, Bao
9, 23, 2, 2025-12-17 15:18:00.399255, 8b.sql, 267.008, 243.074, Bao
9, 24, 0, 2025-12-17 15:18:01.456548, 14b.sql, 326.849, 289.928, Bao
9, 24, 1, 2025-12-17 15:18:02.505351, 14b.sql, 331.292, 290.721, Bao
9, 24, 2, 2025-12-17 15:18:03.987821, 14b.sql, 290.2, 219.978, Bao
10, 0, 0, 2025-12-17 15:18:31.995816, 13d.sql, 383.029, 13493.048, Bao
10, 0, 1, 2025-12-17 15:18:46.382943, 13d.sql, 391.138, 13504.882, Bao
10, 0, 2, 2025-12-17 15:19:12.609616, 13d.sql, 350.582, 13415.157, Bao
10, 1, 0, 2025-12-17 15:19:14.680858, 13c.sql, 392.948, 1177.84, Bao
10, 1, 1, 2025-12-17 15:19:16.748497, 13c.sql, 390.1, 1181.262, Bao
10, 1, 2, 2025-12-17 15:19:20.094175, 13c.sql, 351.332, 1068.983, Bao
10, 2, 0, 2025-12-17 15:19:24.064524, 26c.sql, 1306.35, 1236.78, Bao
10, 2, 1, 2025-12-17 15:19:28.171964, 26c.sql, 1304.044, 1113.355, Bao
10, 2, 2, 2025-12-17 15:19:34.452745, 26c.sql, 1265.44, 917.026, Bao
10, 3, 0, 2025-12-17 15:19:38.769889, 17f.sql, 304.901, 3513.376, Bao
10, 3, 1, 2025-12-17 15:19:43.035641, 17f.sql, 298.62, 3498.892, Bao
10, 3, 2, 2025-12-17 15:19:50.308935, 17f.sql, 273.172, 3447.776, Bao
10, 4, 0, 2025-12-17 15:20:03.317275, 28c.sql, 5414.984, 1154.484, Bao
10, 4, 1, 2025-12-17 15:20:16.289798, 28c.sql, 5422.345, 1152.148, Bao
10, 4, 2, 2025-12-17 15:20:34.950003, 28c.sql, 5358.545, 1134.591, Bao
10, 5, 0, 2025-12-17 15:20:37.845874, 31c.sql, 1094.567, 449.043, Bao
10, 5, 1, 2025-12-17 15:20:40.710539, 31c.sql, 1076.919, 435.523, Bao
10, 5, 2, 2025-12-17 15:20:44.810495, 31c.sql, 1029.629, 438.262, Bao
10, 6, 0, 2025-12-17 15:20:49.239016, 16c.sql, 340.887, 3516.759, Bao
10, 6, 1, 2025-12-17 15:20:53.669572, 16c.sql, 349.614, 3518.528, Bao
10, 6, 2, 2025-12-17 15:21:01.022919, 16c.sql, 313.165, 3395.272, Bao
10, 7, 0, 2025-12-17 15:23:05.970566, 29c.sql, 61186.688, 683.641, Bao
10, 7, 1, 2025-12-17 15:25:11.379155, 29c.sql, 61662.08, 656.731, Bao
10, 7, 2, 2025-12-17 15:28:16.885158, 29c.sql, 59446.086, 630.346, Bao
10, 8, 0, 2025-12-17 15:28:20.989604, 17e.sql, 345.309, 3307.43, Bao
10, 8, 1, 2025-12-17 15:28:25.115261, 17e.sql, 296.507, 3317.476, Bao
10, 8, 2, 2025-12-17 15:28:32.116795, 17e.sql, 272.159, 3249.295, Bao
10, 9, 0, 2025-12-17 15:28:36.608317, 24a.sql, 1853.917, 637.925, Bao
10, 9, 1, 2025-12-17 15:28:41.097613, 24a.sql, 1860.206, 635.423, Bao
10, 9, 2, 2025-12-17 15:28:47.805223, 24a.sql, 1816.659, 513.821, Bao
10, 10, 0, 2025-12-17 15:28:49.504175, 7a.sql, 338.975, 922.816, Bao
10, 10, 1, 2025-12-17 15:28:51.210777, 7a.sql, 339.1, 918.213, Bao
10, 10, 2, 2025-12-17 15:28:53.633012, 7a.sql, 300.92, 636.604, Bao
10, 11, 0, 2025-12-17 15:28:54.521665, 5c.sql, 263.838, 261.306, Bao
10, 11, 1, 2025-12-17 15:28:55.424726, 5c.sql, 263.65, 261.163, Bao
10, 11, 2, 2025-12-17 15:28:56.725345, 5c.sql, 239.591, 257.40, Bao
10, 12, 0, 2025-12-17 15:28:59.052321, 13a.sql, 383.009, 1444.108, Bao
10, 12, 1, 2025-12-17 15:29:01.369555, 13a.sql, 389.107, 1440.383, Bao
10, 12, 2, 2025-12-17 15:29:05.269685, 13a.sql, 355.904, 1400.503, Bao
10, 13, 0, 2025-12-17 15:29:06.554256, 21c.sql, 482.632, 171.555, Bao
10, 13, 1, 2025-12-17 15:29:07.738535, 21c.sql, 449.863, 170.956, Bao
10, 13, 2, 2025-12-17 15:29:09.492784, 21c.sql, 416.559, 160.50, Bao
10, 14, 0, 2025-12-17 15:29:10.736163, 18a.sql, 296.125, 511.328, Bao
10, 14, 1, 2025-12-17 15:29:11.999738, 18a.sql, 300.55, 552.836, Bao
10, 14, 2, 2025-12-17 15:29:13.978429, 18a.sql, 274.894, 456.347, Bao
10, 15, 0, 2025-12-17 15:29:14.985858, 10a.sql, 298.071, 311.678, Bao
10, 15, 1, 2025-12-17 15:29:15.982182, 10a.sql, 290.268, 315.421, Bao
10, 15, 2, 2025-12-17 15:29:17.466301, 10a.sql, 262.1, 287.175, Bao
10, 16, 0, 2025-12-17 15:29:18.351097, 3a.sql, 247.792, 285.589, Bao
10, 16, 1, 2025-12-17 15:29:19.261845, 3a.sql, 258.69, 295.898, Bao
10, 16, 2, 2025-12-17 15:29:20.476720, 3a.sql, 218.866, 203.344, Bao
10, 17, 0, 2025-12-17 15:31:24.440643, 29c.sql, 60282.196, 643.912, Bao
10, 17, 1, 2025-12-17 15:33:27.860821, 29c.sql, 60018.272, 641.578, Bao
10, 17, 2, 2025-12-17 15:36:34.964757, 29c.sql, 59420.521, 623.242, Bao
10, 18, 0, 2025-12-17 15:36:39.074460, 17e.sql, 311.037, 3338.063, Bao
10, 18, 1, 2025-12-17 15:36:43.172450, 17e.sql, 297.138, 3378.142, Bao
10, 18, 2, 2025-12-17 15:36:50.265736, 17e.sql, 274.264, 3291.387, Bao
10, 19, 0, 2025-12-17 15:36:51.128085, 32b.sql, 271.117, 222.913, Bao
10, 19, 1, 2025-12-17 15:36:51.989960, 32b.sql, 270.02, 224.186, Bao
10, 19, 2, 2025-12-17 15:36:53.201124, 32b.sql, 236.285, 183.508, Bao
10, 20, 0, 2025-12-17 15:36:57.172295, 26c.sql, 1295.357, 1254.399, Bao
10, 20, 1, 2025-12-17 15:37:01.154315, 26c.sql, 1307.991, 1244.44, Bao
10, 20, 2, 2025-12-17 15:37:07.291649, 26c.sql, 1268.158, 1009.784, Bao
10, 21, 0, 2025-12-17 15:37:09.709797, 22a.sql, 840.701, 502.631, Bao
10, 21, 1, 2025-12-17 15:37:12.111946, 22a.sql, 834.321, 495.467, Bao
10, 21, 2, 2025-12-17 15:37:15.725324, 22a.sql, 807.466, 430.484, Bao
10, 22, 0, 2025-12-17 15:37:16.645673, 10b.sql, 295.644, 226.698, Bao
10, 22, 1, 2025-12-17 15:37:17.565673, 10b.sql, 284.02, 224.754, Bao
10, 22, 2, 2025-12-17 15:37:18.867038, 10b.sql, 262.363, 203.635, Bao
10, 23, 0, 2025-12-17 15:37:19.744067, 12b.sql, 341.775, 84.581, Bao
10, 23, 1, 2025-12-17 15:37:20.596179, 12b.sql, 325.71, 85.324, Bao
10, 23, 2, 2025-12-17 15:37:21.763528, 12b.sql, 304.688, 83.015, Bao
10, 24, 0, 2025-12-17 15:37:24.418082, 6d.sql, 251.505, 2049.034, Bao
